"Notes"	"County"	"County Code"	Avg Daily Max Air Temperature (C)	Avg Daily Min Air Temperature (C)
	"Armstrong County, PA"	"42005"	14.58	5.40
	"Beaver County, PA"	"42007"	15.03	5.69
	"Bedford County, PA"	"42009"	14.91	6.15
	"Berks County, PA"	"42011"	15.81	6.98
	"Blair County, PA"	"42013"	14.18	5.58
	"Bradford County, PA"	"42015"	13.04	4.37
	"Bucks County, PA"	"42017"	16.30	7.13
	"Butler County, PA"	"42019"	14.58	5.27
	"Cambria County, PA"	"42021"	13.36	5.08
	"Cameron County, PA"	"42023"	13.35	4.25
	"Carbon County, PA"	"42025"	14.05	5.78
	"Centre County, PA"	"42027"	13.92	5.04
	"Chester County, PA"	"42029"	16.40	7.46
	"Clarion County, PA"	"42031"	13.91	4.64
	"Clearfield County, PA"	"42033"	13.47	4.80
	"Clinton County, PA"	"42035"	13.81	4.81
	"Columbia County, PA"	"42037"	14.54	5.88
	"Crawford County, PA"	"42039"	13.34	4.91
	"Cumberland County, PA"	"42041"	15.90	6.84
	"Dauphin County, PA"	"42043"	15.57	6.45
	"Delaware County, PA"	"42045"	16.94	7.56
	"Elk County, PA"	"42047"	12.93	4.18
	"Erie County, PA"	"42049"	12.00	6.56
	"Fayette County, PA"	"42051"	15.01	6.35
	"Forest County, PA"	"42053"	13.15	4.33
	"Franklin County, PA"	"42055"	15.94	6.98
	"Fulton County, PA"	"42057"	15.58	6.49
	"Greene County, PA"	"42059"	15.61	6.61
	"Huntingdon County, PA"	"42061"	15.03	6.08
	"Indiana County, PA"	"42063"	14.18	5.47
	"Jefferson County, PA"	"42065"	13.53	4.64
	"Juniata County, PA"	"42067"	15.33	6.49
	"Lackawanna County, PA"	"42069"	13.29	4.48
	"Lancaster County, PA"	"42071"	16.42	7.39
	"Lawrence County, PA"	"42073"	14.66	5.36
	"Lebanon County, PA"	"42075"	15.90	6.87
	"Lehigh County, PA"	"42077"	15.49	6.69
	"Luzerne County, PA"	"42079"	13.59	4.92
	"Lycoming County, PA"	"42081"	13.87	5.06
	"Mc Kean County, PA"	"42083"	12.23	3.47
	"Mercer County, PA"	"42085"	14.20	4.96
	"Mifflin County, PA"	"42087"	14.82	6.01
	"Monroe County, PA"	"42089"	13.59	5.04
	"Montgomery County, PA"	"42091"	16.46	7.29
	"Montour County, PA"	"42093"	15.21	6.41
	"Northampton County, PA"	"42095"	15.32	6.70
	"Northumberland County, PA"	"42097"	15.10	6.31
	"Perry County, PA"	"42099"	15.53	6.45
	"Philadelphia County, PA"	"42101"	16.93	7.54
	"Pike County, PA"	"42103"	13.54	4.98
	"Potter County, PA"	"42105"	12.15	3.53
	"Schuylkill County, PA"	"42107"	14.54	5.95
	"Snyder County, PA"	"42109"	15.08	6.26
	"Somerset County, PA"	"42111"	13.41	5.31
	"Sullivan County, PA"	"42113"	12.60	4.20
	"Susquehanna County, PA"	"42115"	12.80	4.03
	"Tioga County, PA"	"42117"	12.66	3.91
	"Union County, PA"	"42119"	14.73	5.99
	"Venango County, PA"	"42121"	13.76	4.62
	"Warren County, PA"	"42123"	12.76	4.08
	"Washington County, PA"	"42125"	15.36	6.13
	"Wayne County, PA"	"42127"	12.73	4.35
	"Westmoreland County, PA"	"42129"	14.79	6.23
	"Wyoming County, PA"	"42131"	13.37	4.46
	"York County, PA"	"42133"	16.27	7.02
	"Bristol County, RI"	"44001"	15.01	6.55
	"Kent County, RI"	"44003"	14.64	6.38
	"Newport County, RI"	"44005"	14.51	6.81
	"Providence County, RI"	"44007"	14.41	6.02
	"Washington County, RI"	"44009"	14.69	6.88
	"Abbeville County, SC"	"45001"	22.92	11.89
	"Aiken County, SC"	"45003"	23.78	12.41
	"Allendale County, SC"	"45005"	24.69	12.74
	"Anderson County, SC"	"45007"	22.28	11.80
	"Bamberg County, SC"	"45009"	24.38	12.67
	"Barnwell County, SC"	"45011"	24.31	12.51
	"Beaufort County, SC"	"45013"	24.11	15.12
	"Berkeley County, SC"	"45015"	24.00	13.47
	"Calhoun County, SC"	"45017"	23.76	12.53
	"Charleston County, SC"	"45019"	23.63	15.12
	"Cherokee County, SC"	"45021"	22.21	11.41
	"Chester County, SC"	"45023"	22.65	11.62
	"Chesterfield County, SC"	"45025"	22.77	11.79
	"Clarendon County, SC"	"45027"	23.86	12.51
	"Colleton County, SC"	"45029"	24.33	13.63
	"Darlington County, SC"	"45031"	23.33	11.77
	"Dillon County, SC"	"45033"	23.19	11.81
	"Dorchester County, SC"	"45035"	24.18	13.12
	"Edgefield County, SC"	"45037"	23.44	12.04
	"Fairfield County, SC"	"45039"	23.11	11.79
	"Florence County, SC"	"45041"	23.65	12.07
	"Georgetown County, SC"	"45043"	23.68	13.97
	"Greenville County, SC"	"45045"	21.38	11.57
	"Greenwood County, SC"	"45047"	23.07	11.93
	"Hampton County, SC"	"45049"	24.86	12.91
	"Horry County, SC"	"45051"	23.04	13.38
	"Jasper County, SC"	"45053"	24.90	13.56
	"Kershaw County, SC"	"45055"	23.13	12.08
	"Lancaster County, SC"	"45057"	22.49	11.59
	"Laurens County, SC"	"45059"	22.71	11.75
	"Lee County, SC"	"45061"	23.35	12.24
	"Lexington County, SC"	"45063"	23.36	12.46
	"McCormick County, SC"	"45065"	23.56	12.10
	"Marion County, SC"	"45067"	23.53	12.19
	"Marlboro County, SC"	"45069"	23.12	11.84
	"Newberry County, SC"	"45071"	23.11	12.01
	"Oconee County, SC"	"45073"	21.30	11.59
	"Orangeburg County, SC"	"45075"	24.05	12.45
	"Pickens County, SC"	"45077"	20.87	11.37
	"Richland County, SC"	"45079"	23.49	12.12
	"Saluda County, SC"	"45081"	23.20	12.31
	"Spartanburg County, SC"	"45083"	21.85	11.51
	"Sumter County, SC"	"45085"	23.62	12.34
	"Union County, SC"	"45087"	22.75	11.76
	"Williamsburg County, SC"	"45089"	23.97	12.63
	"York County, SC"	"45091"	22.14	11.24
	"Aurora County, SD"	"46003"	14.31	2.97
	"Beadle County, SD"	"46005"	13.71	3.27
	"Bennett County, SD"	"46007"	15.21	4.48
	"Bon Homme County, SD"	"46009"	15.32	3.80
	"Brookings County, SD"	"46011"	12.52	2.23
	"Brown County, SD"	"46013"	12.49	2.01
	"Brule County, SD"	"46015"	14.57	3.14
	"Buffalo County, SD"	"46017"	14.09	3.54
	"Butte County, SD"	"46019"	14.50	4.05
	"Campbell County, SD"	"46021"	12.80	2.23
	"Charles Mix County, SD"	"46023"	15.10	3.62
	"Clark County, SD"	"46025"	12.40	2.03
	"Clay County, SD"	"46027"	14.89	3.86
	"Codington County, SD"	"46029"	12.10	2.21
	"Corson County, SD"	"46031"	13.12	2.25
	"Custer County, SD"	"46033"	13.72	3.47
	"Davison County, SD"	"46035"	14.35	3.06
	"Day County, SD"	"46037"	11.81	2.00
	"Deuel County, SD"	"46039"	12.10	2.26
	"Dewey County, SD"	"46041"	13.51	2.91
	"Douglas County, SD"	"46043"	14.71	3.43
	"Edmunds County, SD"	"46045"	12.50	2.22
	"Fall River County, SD"	"46047"	15.64	4.69
	"Faulk County, SD"	"46049"	12.94	2.65
	"Grant County, SD"	"46051"	12.31	2.13
	"Gregory County, SD"	"46053"	14.91	3.98
	"Haakon County, SD"	"46055"	14.87	4.08
	"Hamlin County, SD"	"46057"	12.39	2.67
	"Hand County, SD"	"46059"	13.36	2.94
	"Hanson County, SD"	"46061"	14.33	3.13
	"Harding County, SD"	"46063"	13.46	2.96
	"Hughes County, SD"	"46065"	13.97	3.10
	"Hutchinson County, SD"	"46067"	14.65	3.45
	"Hyde County, SD"	"46069"	13.24	2.59
	"Jackson County, SD"	"46071"	15.62	4.64
	"Jerauld County, SD"	"46073"	13.72	2.84
	"Jones County, SD"	"46075"	14.68	4.05
	"Kingsbury County, SD"	"46077"	12.76	2.27
	"Lake County, SD"	"46079"	12.84	2.07
	"Lawrence County, SD"	"46081"	11.54	2.28
	"Lincoln County, SD"	"46083"	13.98	2.64
	"Lyman County, SD"	"46085"	14.52	3.44
	"McCook County, SD"	"46087"	13.67	2.85
	"McPherson County, SD"	"46089"	11.92	1.69
	"Marshall County, SD"	"46091"	11.48	1.42
	"Meade County, SD"	"46093"	14.80	4.30
	"Mellette County, SD"	"46095"	15.33	4.60
	"Miner County, SD"	"46097"	13.37	2.47
	"Minnehaha County, SD"	"46099"	13.37	2.82
	"Moody County, SD"	"46101"	12.85	2.13
	"Pennington County, SD"	"46103"	14.39	3.99
	"Perkins County, SD"	"46105"	13.62	2.81
	"Potter County, SD"	"46107"	13.05	2.88
	"Roberts County, SD"	"46109"	11.87	1.92
	"Sanborn County, SD"	"46111"	14.14	3.13
	"Shannon County, SD"	"46113"	15.67	4.82
	"Spink County, SD"	"46115"	13.16	2.24
	"Stanley County, SD"	"46117"	14.50	3.85
	"Sully County, SD"	"46119"	13.71	3.44
	"Todd County, SD"	"46121"	15.01	4.33
	"Tripp County, SD"	"46123"	14.94	4.20
	"Turner County, SD"	"46125"	14.28	2.83
	"Union County, SD"	"46127"	14.68	3.52
	"Walworth County, SD"	"46129"	12.94	2.47
	"Yankton County, SD"	"46135"	14.92	3.44
	"Ziebach County, SD"	"46137"	14.17	3.31
	"Anderson County, TN"	"47001"	19.18	9.56
	"Bedford County, TN"	"47003"	20.48	10.26
	"Benton County, TN"	"47005"	20.65	10.09
	"Bledsoe County, TN"	"47007"	19.51	9.51
	"Blount County, TN"	"47009"	19.40	10.28
	"Bradley County, TN"	"47011"	21.28	11.43
	"Campbell County, TN"	"47013"	18.37	9.14
	"Cannon County, TN"	"47015"	19.87	9.88
	"Carroll County, TN"	"47017"	20.96	10.63
	"Carter County, TN"	"47019"	16.39	7.57
	"Cheatham County, TN"	"47021"	20.05	9.90
	"Chester County, TN"	"47023"	21.36	10.41
	"Claiborne County, TN"	"47025"	18.39	9.25
	"Clay County, TN"	"47027"	19.33	9.90
	"Cocke County, TN"	"47029"	18.86	9.41
	"Coffee County, TN"	"47031"	20.19	9.95
	"Crockett County, TN"	"47033"	21.46	10.88
	"Cumberland County, TN"	"47035"	18.11	8.80
	"Davidson County, TN"	"47037"	20.22	9.95
	"Decatur County, TN"	"47039"	21.07	10.69
	"DeKalb County, TN"	"47041"	19.98	10.07
	"Dickson County, TN"	"47043"	19.92	9.95
	"Dyer County, TN"	"47045"	21.41	10.58
	"Fayette County, TN"	"47047"	22.04	11.35
	"Fentress County, TN"	"47049"	18.16	9.18
	"Franklin County, TN"	"47051"	20.39	10.22
	"Gibson County, TN"	"47053"	21.19	10.47
	"Giles County, TN"	"47055"	20.92	10.51
	"Grainger County, TN"	"47057"	19.29	9.79
	"Greene County, TN"	"47059"	18.73	9.38
	"Grundy County, TN"	"47061"	19.04	9.42
	"Hamblen County, TN"	"47063"	19.52	9.91
	"Hamilton County, TN"	"47065"	21.07	10.91
	"Hancock County, TN"	"47067"	18.27	9.36
	"Hardeman County, TN"	"47069"	21.70	10.83
	"Hardin County, TN"	"47071"	21.72	11.05
	"Hawkins County, TN"	"47073"	18.88	9.57
	"Haywood County, TN"	"47075"	21.71	10.90
	"Henderson County, TN"	"47077"	21.06	10.53
	"Henry County, TN"	"47079"	20.50	10.02
	"Hickman County, TN"	"47081"	20.42	10.40
	"Houston County, TN"	"47083"	20.24	9.92
	"Humphreys County, TN"	"47085"	20.33	9.83
	"Jackson County, TN"	"47087"	19.64	9.93
	"Jefferson County, TN"	"47089"	19.61	10.00
	"Johnson County, TN"	"47091"	15.45	6.67
	"Knox County, TN"	"47093"	20.01	10.43
	"Lake County, TN"	"47095"	21.25	10.25
	"Lauderdale County, TN"	"47097"	21.73	10.85
	"Lawrence County, TN"	"47099"	20.75	10.70
	"Lewis County, TN"	"47101"	20.42	10.43
	"Lincoln County, TN"	"47103"	21.06	10.60
	"Loudon County, TN"	"47105"	20.49	10.88
	"McMinn County, TN"	"47107"	20.99	11.02
	"McNairy County, TN"	"47109"	21.67	10.76
	"Macon County, TN"	"47111"	19.37	9.46
	"Madison County, TN"	"47113"	21.42	10.53
	"Marion County, TN"	"47115"	20.08	10.00
	"Marshall County, TN"	"47117"	20.73	10.37
	"Maury County, TN"	"47119"	20.59	10.44
	"Meigs County, TN"	"47121"	21.11	11.11
	"Monroe County, TN"	"47123"	19.60	10.00
	"Montgomery County, TN"	"47125"	20.01	9.92
	"Moore County, TN"	"47127"	20.64	10.28
	"Morgan County, TN"	"47129"	18.70	9.46
	"Obion County, TN"	"47131"	20.88	10.21
	"Overton County, TN"	"47133"	18.82	9.81
	"Perry County, TN"	"47135"	20.72	10.37
	"Pickett County, TN"	"47137"	18.73	9.63
	"Polk County, TN"	"47139"	20.31	10.62
	"Putnam County, TN"	"47141"	19.05	9.74
	"Rhea County, TN"	"47143"	19.80	10.24
	"Roane County, TN"	"47145"	20.27	10.68
	"Robertson County, TN"	"47147"	19.69	9.58
	"Rutherford County, TN"	"47149"	20.43	10.23
	"Scott County, TN"	"47151"	18.25	8.94
	"Sequatchie County, TN"	"47153"	19.36	9.32
	"Sevier County, TN"	"47155"	17.89	8.88
	"Shelby County, TN"	"47157"	22.39	11.40
	"Smith County, TN"	"47159"	19.97	9.84
	"Stewart County, TN"	"47161"	20.14	9.77
	"Sullivan County, TN"	"47163"	18.07	8.86
	"Sumner County, TN"	"47165"	19.66	9.84
	"Tipton County, TN"	"47167"	21.96	10.96
	"Trousdale County, TN"	"47169"	19.67	9.72
	"Unicoi County, TN"	"47171"	16.22	6.98
	"Union County, TN"	"47173"	19.41	9.81
	"Van Buren County, TN"	"47175"	19.06	9.43
	"Warren County, TN"	"47177"	19.71	10.03
	"Washington County, TN"	"47179"	18.41	8.99
	"Wayne County, TN"	"47181"	21.01	10.86
	"Weakley County, TN"	"47183"	20.87	10.33
	"White County, TN"	"47185"	19.39	9.86
	"Williamson County, TN"	"47187"	20.19	9.87
	"Wilson County, TN"	"47189"	20.09	9.91
	"Anderson County, TX"	"48001"	27.25	13.25
	"Andrews County, TX"	"48003"	25.77	12.01
	"Angelina County, TX"	"48005"	27.46	13.30
	"Aransas County, TX"	"48007"	25.86	19.86
	"Archer County, TX"	"48009"	26.62	12.56
	"Armstrong County, TX"	"48011"	23.83	10.10
	"Atascosa County, TX"	"48013"	30.26	15.79
	"Austin County, TX"	"48015"	28.00	14.58
	"Bailey County, TX"	"48017"	23.76	9.60
	"Bandera County, TX"	"48019"	27.64	14.72
	"Bastrop County, TX"	"48021"	28.73	14.88
	"Baylor County, TX"	"48023"	26.59	12.81
	"Bee County, TX"	"48025"	29.75	16.52
	"Bell County, TX"	"48027"	27.99	14.68
	"Bexar County, TX"	"48029"	29.00	15.52
	"Blanco County, TX"	"48031"	27.52	14.37
	"Borden County, TX"	"48033"	26.17	12.24
	"Bosque County, TX"	"48035"	27.36	13.95
	"Bowie County, TX"	"48037"	25.54	12.19
	"Brazoria County, TX"	"48039"	25.84	17.37
	"Brazos County, TX"	"48041"	28.23	14.03
	"Brewster County, TX"	"48043"	26.42	14.10
	"Briscoe County, TX"	"48045"	24.37	10.87
	"Brooks County, TX"	"48047"	30.62	17.52
	"Brown County, TX"	"48049"	27.33	13.22
	"Burleson County, TX"	"48051"	28.46	14.24
	"Burnet County, TX"	"48053"	27.61	14.19
	"Caldwell County, TX"	"48055"	29.10	14.79
	"Calhoun County, TX"	"48057"	26.62	17.81
	"Callahan County, TX"	"48059"	26.46	13.03
	"Cameron County, TX"	"48061"	28.48	20.12
	"Camp County, TX"	"48063"	26.11	12.39
	"Carson County, TX"	"48065"	22.90	9.73
	"Cass County, TX"	"48067"	26.01	12.41
	"Castro County, TX"	"48069"	23.47	8.92
	"Chambers County, TX"	"48071"	24.93	17.49
	"Cherokee County, TX"	"48073"	27.02	13.17
	"Childress County, TX"	"48075"	25.90	11.49
	"Clay County, TX"	"48077"	26.32	12.28
	"Cochran County, TX"	"48079"	24.11	10.47
	"Coke County, TX"	"48081"	26.96	13.04
	"Coleman County, TX"	"48083"	27.16	13.11
	"Collin County, TX"	"48085"	26.12	13.36
	"Collingsworth County, TX"	"48087"	24.74	11.35
	"Colorado County, TX"	"48089"	28.17	14.91
	"Comal County, TX"	"48091"	28.18	15.07
	"Comanche County, TX"	"48093"	27.11	13.40
	"Concho County, TX"	"48095"	27.46	13.35
	"Cooke County, TX"	"48097"	25.70	12.86
	"Coryell County, TX"	"48099"	27.48	14.48
	"Cottle County, TX"	"48101"	26.24	12.24
	"Crane County, TX"	"48103"	27.63	13.16
	"Crockett County, TX"	"48105"	27.10	14.05
	"Crosby County, TX"	"48107"	24.82	11.06
	"Culberson County, TX"	"48109"	25.10	13.05
	"Dallam County, TX"	"48111"	22.05	8.36
	"Dallas County, TX"	"48113"	26.72	13.61
	"Dawson County, TX"	"48115"	25.61	11.91
	"Deaf Smith County, TX"	"48117"	22.80	9.04
	"Delta County, TX"	"48119"	25.75	13.13
	"Denton County, TX"	"48121"	26.41	13.36
	"DeWitt County, TX"	"48123"	29.05	15.84
	"Dickens County, TX"	"48125"	25.63	12.47
	"Dimmit County, TX"	"48127"	30.73	16.82
	"Donley County, TX"	"48129"	24.15	11.17
	"Duval County, TX"	"48131"	30.19	17.13
	"Eastland County, TX"	"48133"	26.60	13.41
	"Ector County, TX"	"48135"	26.35	12.56
	"Edwards County, TX"	"48137"	27.37	14.64
	"Ellis County, TX"	"48139"	26.96	13.22
	"El Paso County, TX"	"48141"	24.92	12.81
	"Erath County, TX"	"48143"	26.83	13.45
	"Falls County, TX"	"48145"	27.99	13.74
	"Fannin County, TX"	"48147"	25.54	12.86
	"Fayette County, TX"	"48149"	28.48	14.96
	"Fisher County, TX"	"48151"	26.75	12.90
	"Floyd County, TX"	"48153"	24.20	10.56
	"Foard County, TX"	"48155"	26.38	12.28
	"Fort Bend County, TX"	"48157"	27.38	15.55
	"Franklin County, TX"	"48159"	25.92	12.38
	"Freestone County, TX"	"48161"	27.47	13.30
	"Frio County, TX"	"48163"	30.42	16.17
	"Gaines County, TX"	"48165"	25.40	11.40
	"Galveston County, TX"	"48167"	24.64	18.47
	"Garza County, TX"	"48169"	26.08	12.02
	"Gillespie County, TX"	"48171"	26.98	13.76
	"Glasscock County, TX"	"48173"	26.51	12.71
	"Goliad County, TX"	"48175"	29.12	16.05
	"Gonzales County, TX"	"48177"	29.29	15.47
	"Gray County, TX"	"48179"	23.06	10.38
	"Grayson County, TX"	"48181"	25.67	12.61
	"Gregg County, TX"	"48183"	26.68	12.93
	"Grimes County, TX"	"48185"	28.03	13.79
	"Guadalupe County, TX"	"48187"	29.18	15.19
	"Hale County, TX"	"48189"	24.08	9.75
	"Hall County, TX"	"48191"	25.63	11.95
	"Hamilton County, TX"	"48193"	27.07	14.03
	"Hansford County, TX"	"48195"	22.76	9.29
	"Hardeman County, TX"	"48197"	26.11	11.96
	"Hardin County, TX"	"48199"	27.16	14.41
	"Harris County, TX"	"48201"	27.15	15.17
	"Harrison County, TX"	"48203"	26.57	13.10
	"Hartley County, TX"	"48205"	22.51	9.32
	"Haskell County, TX"	"48207"	26.86	13.03
	"Hays County, TX"	"48209"	28.05	15.07
	"Hemphill County, TX"	"48211"	23.25	9.61
	"Henderson County, TX"	"48213"	26.96	12.94
	"Hidalgo County, TX"	"48215"	30.81	18.31
	"Hill County, TX"	"48217"	27.24	13.93
	"Hockley County, TX"	"48219"	24.42	10.32
	"Hood County, TX"	"48221"	27.18	13.80
	"Hopkins County, TX"	"48223"	25.88	12.79
	"Houston County, TX"	"48225"	27.61	13.54
	"Howard County, TX"	"48227"	26.56	12.54
	"Hudspeth County, TX"	"48229"	24.22	12.59
	"Hunt County, TX"	"48231"	26.02	12.82
	"Hutchinson County, TX"	"48233"	23.52	9.54
	"Irion County, TX"	"48235"	26.90	13.35
	"Jack County, TX"	"48237"	26.32	13.03
	"Jackson County, TX"	"48239"	27.94	16.16
	"Jasper County, TX"	"48241"	27.18	13.76
	"Jeff Davis County, TX"	"48243"	23.50	11.67
	"Jefferson County, TX"	"48245"	25.74	16.33
	"Jim Hogg County, TX"	"48247"	30.46	17.78
	"Jim Wells County, TX"	"48249"	30.04	17.30
	"Johnson County, TX"	"48251"	26.90	13.72
	"Jones County, TX"	"48253"	27.08	13.12
	"Karnes County, TX"	"48255"	29.76	15.98
	"Kaufman County, TX"	"48257"	26.75	13.24
	"Kendall County, TX"	"48259"	27.25	14.65
	"Kenedy County, TX"	"48261"	29.42	18.43
	"Kent County, TX"	"48263"	26.51	12.56
	"Kerr County, TX"	"48265"	26.94	14.06
	"Kimble County, TX"	"48267"	27.28	13.69
	"King County, TX"	"48269"	26.46	12.72
	"Kinney County, TX"	"48271"	29.19	16.37
	"Kleberg County, TX"	"48273"	28.88	18.54
	"Knox County, TX"	"48275"	26.69	12.70
	"Lamar County, TX"	"48277"	25.42	12.30
	"Lamb County, TX"	"48279"	24.03	9.46
	"Lampasas County, TX"	"48281"	27.43	14.26
	"La Salle County, TX"	"48283"	30.90	16.72
	"Lavaca County, TX"	"48285"	28.60	15.39
	"Lee County, TX"	"48287"	28.49	14.62
	"Leon County, TX"	"48289"	27.78	13.62
	"Liberty County, TX"	"48291"	27.02	14.75
	"Limestone County, TX"	"48293"	27.48	13.86
	"Lipscomb County, TX"	"48295"	22.66	9.78
	"Live Oak County, TX"	"48297"	30.45	16.51
	"Llano County, TX"	"48299"	28.11	14.24
	"Loving County, TX"	"48301"	27.43	13.49
	"Lubbock County, TX"	"48303"	24.56	10.68
	"Lynn County, TX"	"48305"	25.18	11.01
	"McCulloch County, TX"	"48307"	27.49	13.39
	"McLennan County, TX"	"48309"	27.66	14.24
	"McMullen County, TX"	"48311"	30.82	16.59
	"Madison County, TX"	"48313"	28.06	13.71
	"Marion County, TX"	"48315"	26.41	12.74
	"Martin County, TX"	"48317"	26.24	12.11
	"Mason County, TX"	"48319"	27.64	13.96
	"Matagorda County, TX"	"48321"	26.19	17.48
	"Maverick County, TX"	"48323"	30.23	17.10
	"Medina County, TX"	"48325"	29.16	15.74
	"Menard County, TX"	"48327"	27.08	13.18
	"Midland County, TX"	"48329"	26.63	12.17
	"Milam County, TX"	"48331"	28.38	14.25
	"Mills County, TX"	"48333"	27.03	14.05
	"Mitchell County, TX"	"48335"	26.87	12.94
	"Montague County, TX"	"48337"	25.92	12.53
	"Montgomery County, TX"	"48339"	27.55	14.45
	"Moore County, TX"	"48341"	22.95	9.11
	"Morris County, TX"	"48343"	25.95	12.42
	"Motley County, TX"	"48345"	25.65	12.34
	"Nacogdoches County, TX"	"48347"	27.00	13.59
	"Navarro County, TX"	"48349"	27.28	13.49
	"Newton County, TX"	"48351"	26.89	13.86
	"Nolan County, TX"	"48353"	26.11	12.58
	"Nueces County, TX"	"48355"	28.99	18.14
	"Ochiltree County, TX"	"48357"	22.76	9.37
	"Oldham County, TX"	"48359"	23.14	9.72
	"Orange County, TX"	"48361"	26.51	15.06
	"Palo Pinto County, TX"	"48363"	26.89	13.61
	"Panola County, TX"	"48365"	26.85	13.10
	"Parker County, TX"	"48367"	26.60	13.53
	"Parmer County, TX"	"48369"	23.29	8.86
	"Pecos County, TX"	"48371"	26.82	14.04
	"Polk County, TX"	"48373"	27.40	13.85
	"Potter County, TX"	"48375"	23.36	9.44
	"Presidio County, TX"	"48377"	25.28	13.07
	"Rains County, TX"	"48379"	26.24	12.85
	"Randall County, TX"	"48381"	23.27	9.02
	"Reagan County, TX"	"48383"	26.73	13.17
	"Real County, TX"	"48385"	27.19	14.52
	"Red River County, TX"	"48387"	25.47	11.69
	"Reeves County, TX"	"48389"	27.64	14.32
	"Refugio County, TX"	"48391"	27.50	17.92
	"Roberts County, TX"	"48393"	23.15	9.87
	"Robertson County, TX"	"48395"	28.01	13.91
	"Rockwall County, TX"	"48397"	26.49	13.05
	"Runnels County, TX"	"48399"	27.26	13.10
	"Rusk County, TX"	"48401"	26.69	13.01
	"Sabine County, TX"	"48403"	26.99	13.20
	"San Augustine County, TX"	"48405"	27.13	13.26
	"San Jacinto County, TX"	"48407"	27.52	13.99
	"San Patricio County, TX"	"48409"	28.81	17.85
	"San Saba County, TX"	"48411"	27.55	13.90
	"Schleicher County, TX"	"48413"	26.75	13.43
	"Scurry County, TX"	"48415"	26.20	12.72
	"Shackelford County, TX"	"48417"	26.81	13.16
	"Shelby County, TX"	"48419"	26.96	13.18
	"Sherman County, TX"	"48421"	22.67	8.60
	"Smith County, TX"	"48423"	26.61	12.70
	"Somervell County, TX"	"48425"	27.38	14.15
	"Starr County, TX"	"48427"	31.05	18.29
	"Stephens County, TX"	"48429"	27.07	12.97
	"Sterling County, TX"	"48431"	26.68	12.87
	"Stonewall County, TX"	"48433"	26.89	12.87
	"Sutton County, TX"	"48435"	27.13	13.87
	"Swisher County, TX"	"48437"	23.73	9.43
	"Tarrant County, TX"	"48439"	26.83	13.39
	"Taylor County, TX"	"48441"	26.42	12.82
	"Terrell County, TX"	"48443"	27.60	14.92
	"Terry County, TX"	"48445"	24.94	10.94
	"Throckmorton County, TX"	"48447"	26.81	12.80
	"Titus County, TX"	"48449"	25.96	12.17
	"Tom Green County, TX"	"48451"	27.21	13.47
	"Travis County, TX"	"48453"	28.35	15.10
	"Trinity County, TX"	"48455"	27.69	13.21
	"Tyler County, TX"	"48457"	27.24	13.95
	"Upshur County, TX"	"48459"	26.38	12.61
	"Upton County, TX"	"48461"	26.97	12.86
	"Uvalde County, TX"	"48463"	29.24	16.09
	"Val Verde County, TX"	"48465"	28.70	15.67
	"Van Zandt County, TX"	"48467"	26.50	13.40
	"Victoria County, TX"	"48469"	28.31	16.23
	"Walker County, TX"	"48471"	27.87	13.85
	"Waller County, TX"	"48473"	27.84	14.49
	"Ward County, TX"	"48475"	28.17	13.90
	"Washington County, TX"	"48477"	28.20	14.34
	"Webb County, TX"	"48479"	30.49	17.46
	"Wharton County, TX"	"48481"	27.76	15.51
	"Wheeler County, TX"	"48483"	23.66	10.34
	"Wichita County, TX"	"48485"	26.30	12.04
	"Wilbarger County, TX"	"48487"	26.33	12.12
	"Willacy County, TX"	"48489"	29.03	18.96
	"Williamson County, TX"	"48491"	28.08	14.86
	"Wilson County, TX"	"48493"	29.61	15.64
	"Winkler County, TX"	"48495"	27.00	13.11
	"Wise County, TX"	"48497"	26.39	13.30
	"Wood County, TX"	"48499"	26.24	12.53
	"Yoakum County, TX"	"48501"	24.60	10.57
	"Young County, TX"	"48503"	26.68	12.93
	"Zapata County, TX"	"48505"	30.94	18.33
	"Zavala County, TX"	"48507"	30.54	16.50
	"Beaver County, UT"	"49001"	14.32	4.37
	"Box Elder County, UT"	"49003"	14.48	5.60
	"Cache County, UT"	"49005"	10.69	1.09
	"Carbon County, UT"	"49007"	11.22	1.93
	"Daggett County, UT"	"49009"	9.11	-0.18
	"Davis County, UT"	"49011"	15.22	5.72
	"Duchesne County, UT"	"49013"	9.23	0.20
	"Emery County, UT"	"49015"	15.26	5.97
	"Garfield County, UT"	"49017"	13.97	4.41
	"Grand County, UT"	"49019"	15.26	5.52
	"Iron County, UT"	"49021"	14.16	4.86
	"Juab County, UT"	"49023"	14.90	5.77
	"Kane County, UT"	"49025"	17.07	7.08
	"Millard County, UT"	"49027"	15.71	6.27
	"Morgan County, UT"	"49029"	10.15	0.82
	"Piute County, UT"	"49031"	10.64	0.88
	"Rich County, UT"	"49033"	9.83	0.04
	"Salt Lake County, UT"	"49035"	12.80	2.89
	"San Juan County, UT"	"49037"	16.50	6.89
	"Sanpete County, UT"	"49039"	10.77	1.53
	"Sevier County, UT"	"49041"	11.05	1.64
	"Summit County, UT"	"49043"	6.61	-2.46
	"Tooele County, UT"	"49045"	15.66	6.74
	"Uintah County, UT"	"49047"	13.33	3.99
	"Utah County, UT"	"49049"	11.88	1.86
	"Wasatch County, UT"	"49051"	8.02	-1.54
	"Washington County, UT"	"49053"	18.40	8.38
